save_index,time_s,step_name,segment_name
0,0.0,run,run
1,0.0025,run,run
2,0.005,run,run
3,0.0075,run,run
4,0.01,run,run
5,0.0125,run,run
6,0.015000000000000001,run,run
7,0.0175,run,run
8,0.02,run,run
9,0.0225,run,run
10,0.024999999999999998,run,run
11,0.027499999999999997,run,run
12,0.029999999999999995,run,run
13,0.032499999999999994,run,run
14,0.034999999999999996,run,run
15,0.0375,run,run
16,0.04,run,run
17,0.0425,run,run
18,0.045000000000000005,run,run
19,0.04750000000000001,run,run
20,0.05000000000000001,run,run
21,0.05250000000000001,run,run
22,0.055000000000000014,run,run
23,0.057500000000000016,run,run
24,0.06000000000000002,run,run
25,0.06250000000000001,run,run
26,0.06500000000000002,run,run
27,0.06750000000000002,run,run
28,0.07000000000000002,run,run
29,0.07250000000000002,run,run
30,0.07500000000000002,run,run
31,0.07750000000000003,run,run
32,0.08000000000000003,run,run
33,0.08250000000000003,run,run
34,0.08500000000000003,run,run
35,0.08750000000000004,run,run
36,0.09000000000000004,run,run
37,0.09250000000000004,run,run
38,0.09500000000000004,run,run
39,0.09750000000000004,run,run
40,0.10000000000000005,run,run
41,0.10250000000000005,run,run
42,0.10500000000000005,run,run
43,0.10750000000000005,run,run
44,0.11000000000000006,run,run
45,0.11250000000000006,run,run
46,0.11500000000000006,run,run
47,0.11750000000000006,run,run
48,0.12000000000000006,run,run
49,0.12250000000000007,run,run
50,0.12500000000000006,run,run
51,0.12750000000000006,run,run
52,0.13000000000000006,run,run
53,0.13250000000000006,run,run
54,0.13500000000000006,run,run
55,0.13750000000000007,run,run
56,0.14000000000000007,run,run
57,0.14250000000000007,run,run
58,0.14500000000000007,run,run
59,0.14750000000000008,run,run
60,0.15000000000000008,run,run
61,0.15250000000000008,run,run
62,0.15500000000000008,run,run
63,0.15750000000000008,run,run
64,0.1600000000000001,run,run
65,0.1625000000000001,run,run
66,0.1650000000000001,run,run
67,0.1675000000000001,run,run
68,0.1700000000000001,run,run
69,0.1725000000000001,run,run
70,0.1750000000000001,run,run
71,0.1775000000000001,run,run
72,0.1800000000000001,run,run
73,0.1825000000000001,run,run
74,0.1850000000000001,run,run
75,0.1875000000000001,run,run
76,0.1900000000000001,run,run
77,0.19250000000000012,run,run
78,0.19500000000000012,run,run
79,0.19750000000000012,run,run
80,0.20000000000000012,run,run
81,0.20250000000000012,run,run
82,0.20500000000000013,run,run
83,0.20750000000000013,run,run
84,0.21000000000000013,run,run
85,0.21250000000000013,run,run
86,0.21500000000000014,run,run
87,0.21750000000000014,run,run
88,0.22000000000000014,run,run
89,0.22250000000000014,run,run
90,0.22500000000000014,run,run
91,0.22750000000000015,run,run
92,0.23000000000000015,run,run
93,0.23250000000000015,run,run
94,0.23500000000000015,run,run
95,0.23750000000000016,run,run
96,0.24000000000000016,run,run
97,0.24250000000000016,run,run
98,0.24500000000000016,run,run
99,0.24750000000000016,run,run
100,0.25000000000000017,run,run
101,0.25250000000000017,run,run
102,0.25500000000000017,run,run
103,0.2575000000000002,run,run
104,0.2600000000000002,run,run
105,0.2625000000000002,run,run
106,0.2650000000000002,run,run
107,0.2675000000000002,run,run
108,0.2700000000000002,run,run
109,0.2725000000000002,run,run
110,0.2750000000000002,run,run
111,0.2775000000000002,run,run
112,0.2800000000000002,run,run
113,0.2825000000000002,run,run
114,0.2850000000000002,run,run
115,0.2875000000000002,run,run
116,0.2900000000000002,run,run
117,0.2925000000000002,run,run
118,0.2950000000000002,run,run
119,0.2975000000000002,run,run
120,0.3000000000000002,run,run
121,0.3025000000000002,run,run
122,0.3050000000000002,run,run
123,0.3075000000000002,run,run
124,0.3100000000000002,run,run
125,0.3125000000000002,run,run
126,0.3150000000000002,run,run
127,0.3175000000000002,run,run
128,0.32000000000000023,run,run
129,0.32250000000000023,run,run
130,0.32500000000000023,run,run
131,0.32750000000000024,run,run
132,0.33000000000000024,run,run
133,0.33250000000000024,run,run
134,0.33500000000000024,run,run
135,0.33750000000000024,run,run
136,0.34000000000000025,run,run
137,0.34250000000000025,run,run
138,0.34500000000000025,run,run
139,0.34750000000000025,run,run
140,0.35000000000000026,run,run
141,0.35250000000000026,run,run
142,0.35500000000000026,run,run
143,0.35750000000000026,run,run
144,0.36000000000000026,run,run
145,0.36250000000000027,run,run
146,0.36500000000000027,run,run
147,0.36750000000000027,run,run
148,0.3700000000000003,run,run
149,0.3725000000000003,run,run
150,0.3750000000000003,run,run
151,0.3775000000000003,run,run
152,0.3800000000000003,run,run
153,0.3825000000000003,run,run
154,0.3850000000000003,run,run
155,0.3875000000000003,run,run
156,0.3900000000000003,run,run
157,0.3925000000000003,run,run
158,0.3950000000000003,run,run
159,0.3975000000000003,run,run
160,0.4000000000000003,run,run
161,0.4025000000000003,run,run
162,0.4050000000000003,run,run
163,0.4075000000000003,run,run
164,0.4100000000000003,run,run
165,0.4125000000000003,run,run
166,0.4150000000000003,run,run
167,0.4175000000000003,run,run
168,0.4200000000000003,run,run
169,0.4225000000000003,run,run
170,0.4250000000000003,run,run
171,0.4275000000000003,run,run
172,0.4300000000000003,run,run
173,0.43250000000000033,run,run
174,0.43500000000000033,run,run
175,0.43750000000000033,run,run
176,0.44000000000000034,run,run
177,0.44250000000000034,run,run
178,0.44500000000000034,run,run
179,0.44750000000000034,run,run
180,0.45000000000000034,run,run
181,0.45250000000000035,run,run
182,0.45500000000000035,run,run
183,0.45750000000000035,run,run
184,0.46000000000000035,run,run
185,0.46250000000000036,run,run
186,0.46500000000000036,run,run
187,0.46750000000000036,run,run
188,0.47000000000000036,run,run
189,0.47250000000000036,run,run
190,0.47500000000000037,run,run
191,0.47750000000000037,run,run
192,0.48000000000000037,run,run
193,0.4825000000000004,run,run
194,0.4850000000000004,run,run
195,0.4875000000000004,run,run
196,0.4900000000000004,run,run
197,0.4925000000000004,run,run
198,0.4950000000000004,run,run
199,0.4975000000000004,run,run
200,0.5000000000000003,run,run
201,0.5025000000000003,run,run
202,0.5050000000000002,run,run
203,0.5075000000000002,run,run
204,0.5100000000000001,run,run
205,0.5125000000000001,run,run
206,0.515,run,run
207,0.5175,run,run
208,0.5199999999999999,run,run
209,0.5224999999999999,run,run
210,0.5249999999999998,run,run
211,0.5274999999999997,run,run
212,0.5299999999999997,run,run
213,0.5324999999999996,run,run
214,0.5349999999999996,run,run
215,0.5374999999999995,run,run
216,0.5399999999999995,run,run
217,0.5424999999999994,run,run
218,0.5449999999999994,run,run
219,0.5474999999999993,run,run
220,0.5499999999999993,run,run
221,0.5524999999999992,run,run
222,0.5549999999999992,run,run
223,0.5574999999999991,run,run
224,0.559999999999999,run,run
225,0.562499999999999,run,run
226,0.564999999999999,run,run
227,0.5674999999999989,run,run
228,0.5699999999999988,run,run
229,0.5724999999999988,run,run
230,0.5749999999999987,run,run
231,0.5774999999999987,run,run
232,0.5799999999999986,run,run
233,0.5824999999999986,run,run
234,0.5849999999999985,run,run
235,0.5874999999999985,run,run
236,0.5899999999999984,run,run
237,0.5924999999999984,run,run
238,0.5949999999999983,run,run
239,0.5974999999999983,run,run
240,0.5999999999999982,run,run
241,0.6024999999999981,run,run
242,0.6049999999999981,run,run
243,0.607499999999998,run,run
244,0.609999999999998,run,run
245,0.6124999999999979,run,run
246,0.6149999999999979,run,run
247,0.6174999999999978,run,run
248,0.6199999999999978,run,run
249,0.6224999999999977,run,run
250,0.6249999999999977,run,run
251,0.6274999999999976,run,run
252,0.6299999999999976,run,run
253,0.6324999999999975,run,run
254,0.6349999999999975,run,run
255,0.6374999999999974,run,run
256,0.6399999999999973,run,run
257,0.6424999999999973,run,run
258,0.6449999999999972,run,run
259,0.6474999999999972,run,run
260,0.6499999999999971,run,run
261,0.6524999999999971,run,run
262,0.654999999999997,run,run
263,0.657499999999997,run,run
264,0.6599999999999969,run,run
265,0.6624999999999969,run,run
266,0.6649999999999968,run,run
267,0.6674999999999968,run,run
268,0.6699999999999967,run,run
269,0.6724999999999967,run,run
270,0.6749999999999966,run,run
271,0.6774999999999965,run,run
272,0.6799999999999965,run,run
273,0.6824999999999964,run,run
274,0.6849999999999964,run,run
275,0.6874999999999963,run,run
276,0.6899999999999963,run,run
277,0.6924999999999962,run,run
278,0.6949999999999962,run,run
279,0.6974999999999961,run,run
280,0.6999999999999961,run,run
281,0.702499999999996,run,run
282,0.704999999999996,run,run
283,0.7074999999999959,run,run
284,0.7099999999999959,run,run
285,0.7124999999999958,run,run
286,0.7149999999999958,run,run
287,0.7174999999999957,run,run
288,0.7199999999999956,run,run
289,0.7224999999999956,run,run
290,0.7249999999999955,run,run
291,0.7274999999999955,run,run
292,0.7299999999999954,run,run
293,0.7324999999999954,run,run
294,0.7349999999999953,run,run
295,0.7374999999999953,run,run
296,0.7399999999999952,run,run
297,0.7424999999999952,run,run
298,0.7449999999999951,run,run
299,0.7474999999999951,run,run
300,0.749999999999995,run,run
301,0.752499999999995,run,run
302,0.7549999999999949,run,run
303,0.7574999999999948,run,run
304,0.7599999999999948,run,run
305,0.7624999999999947,run,run
306,0.7649999999999947,run,run
307,0.7674999999999946,run,run
308,0.7699999999999946,run,run
309,0.7724999999999945,run,run
310,0.7749999999999945,run,run
311,0.7774999999999944,run,run
312,0.7799999999999944,run,run
313,0.7824999999999943,run,run
314,0.7849999999999943,run,run
315,0.7874999999999942,run,run
316,0.7899999999999942,run,run
317,0.7924999999999941,run,run
318,0.794999999999994,run,run
319,0.797499999999994,run,run
320,0.7999999999999939,run,run
321,0.8,run,run
